# Species,Genes,Zhunt_mean,Zhunt_max,Zhunt_count,func
50,52,9969.7,138924.1,16,succinate dehydrogenase iron-sulfur subunit 
50,51,2753.6,13713.99,38,succinate dehydrogenase flavoprotein subunit 
50,50,4063.63,17253.57,29,"succinate dehydrogenase, hydrophobic membrane anchor protein "
50,51,5454.3,28780.5,10,"succinate dehydrogenase, cytochrome b556 subunit "
50,50,4141.96,13713.99,10,malate dehydrogenase 
39,39,4029.49,29467.88,25,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase 
38,39,2467.47,28780.5,23,OmpA family protein 
34,36,8868.12,138924.1,23,antibiotic biosynthesis monooxygenase 
27,33,3572.41,18247.98,25,antibiotic biosynthesis monooxygenase 
45,45,3941.69,37878.25,25,PhoH family protein 
50,50,1303.25,3661.11,10,peroxiredoxin 
50,50,1928.64,8922.65,9,Mth938-like domain-containing protein 
50,50,8254.68,198956.2,31,homoserine dehydrogenase 
48,49,4462.89,38833.58,29,threonine synthase 
49,50,6585.29,68804.91,33,molybdopterin converting factor subunit 1 
50,50,4921.47,37878.25,21,ATP-dependent chaperone ClpB 
25,25,17866.51,302785.5,23,MerR family transcriptional regulator 
31,31,6000.21,66470.78,28,DnaJ domain-containing protein 
45,45,7870.53,138924.1,35,NAD-dependent epimerase/dehydratase family protein 
39,39,3473.51,38833.58,24,DUF1289 domain-containing protein 
45,45,2277.31,13713.99,23,cysteine synthase CysM 
50,50,1975.26,8697.46,29,sulfurtransferase TusA family protein 
47,60,1558.69,2943.46,17,UTP--glucose-1-phosphate uridylyltransferase GalU 
50,50,7088.29,49376.54,11,valine--tRNA ligase 
49,49,1881.28,3428.53,15,peroxide stress protein YaaA 
44,44,9809.62,138924.1,33,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF 
25,31,4291.51,24647.41,32,anti-sigma factor 
30,31,16995.26,138924.1,29,magnesium/cobalt transporter CorA 
40,46,4874.93,38833.58,32,gamma-glutamyltransferase 
49,49,3062.66,28780.5,22,exodeoxyribonuclease III 
28,28,6077.92,48804.94,26,glycosyltransferase family 1 protein 
50,50,3181.99,13713.99,17,DUF3460 family protein 
29,31,3581.3,19858.58,19,outer membrane protein assembly factor BamE 
45,45,24154.37,198956.2,28,methionine--tRNA ligase 
50,51,8292.63,38833.58,29,iron-sulfur cluster carrier protein ApbC 
26,27,5974.8,28780.5,36,trans-aconitate 2-methyltransferase 
42,42,5709.24,28780.5,33,FtsX-like permease family protein 
46,46,18519.72,198956.2,29,group II truncated hemoglobin 
42,42,7021.63,138924.1,34,Smr/MutS family protein 
49,49,3085.41,27872.66,36,DNA repair protein RadC 
46,46,4256.73,65884.11,42,4-hydroxy-3-methylbut-2-enyl diphosphate reductase 
31,32,4911.92,65884.11,36,ADP-glyceromanno-heptose 6-epimerase 
39,39,18461.16,302785.5,37,D-glycero-beta-D-manno-heptose-7-phosphate kinase 
50,50,2664.69,28780.5,35,lipopolysaccharide assembly protein LapB 
48,48,1377.94,6090.89,26,integration host factor subunit beta 
50,50,1896.8,2752.45,18,30S ribosomal protein S1 
50,50,16967.07,138924.1,29,3-phosphoshikimate 1-carboxyvinyltransferase 
50,50,22393.91,138924.1,26,prephenate dehydrogenase/arogenate dehydrogenase family protein 
50,50,23492.93,302785.5,39,prephenate dehydratase 
50,50,2855.68,12351.13,22,3-phosphoserine/phosphohydroxythreonine transaminase 
49,49,2934.81,13713.99,18,DNA gyrase subunit A 
49,49,6514.42,49376.54,30,HAD-IA family hydrolase 
44,44,5786.66,66470.78,30,dihydroneopterin triphosphate diphosphatase 
33,33,8445.71,74987.35,35,cardiolipin synthase ClsB 
25,33,7675.6,74987.35,36,SulP family inorganic anion transporter 
49,49,21834.28,302785.5,26,molybdopterin-synthase adenylyltransferase MoeB 
50,55,4438.02,38833.58,27,S41 family peptidase 
50,50,2754.23,13713.99,8,"2,3-diphosphoglycerate-dependent phosphoglycerate mutase "
46,46,3487.84,13713.99,10,rhodanese-like domain-containing protein 
48,49,6836.87,28780.5,17,glutaredoxin 3 
50,50,2699.42,27872.66,26,protein-export chaperone SecB 
50,50,1572.01,3428.53,34,NAD(P)-dependent glycerol-3-phosphate dehydrogenase 
36,43,4825.03,38833.58,21,flagellar transcriptional regulator FlhD 
34,35,5588.55,32704.39,34,flagellar transcriptional regulator FlhC 
31,40,4740.29,32704.39,30,thiamine pyrophosphate-binding protein 
26,35,3743.56,32704.39,28,polyamine ABC transporter ATP-binding protein 
28,33,4293.74,32704.39,26,ABC transporter permease subunit 
50,50,2335.74,9492.08,19,threonine--tRNA ligase 
50,50,4805.31,49376.54,22,MULTISPECIES: 50S ribosomal protein L35 
50,50,2633.63,9852.15,38,MULTISPECIES: 50S ribosomal protein L20 
50,50,2664.38,38833.58,26,phenylalanine--tRNA ligase subunit alpha 
50,50,2759.3,13713.99,22,phenylalanine--tRNA ligase subunit beta 
50,50,3311.34,13713.99,25,MULTISPECIES: integration host factor subunit alpha 
27,36,5952.17,65884.11,22,HD domain-containing protein 
28,31,2431.23,16271.57,27,PAS domain-containing methyl-accepting chemotaxis protein 
30,31,5195.39,49376.54,24,ABC transporter permease 
33,33,5212.79,49376.54,22,"cytochrome-c oxidase, cbb3-type subunit II "
47,58,3299.08,15398.06,25,fumarate/nitrate reduction transcriptional regulator Fnr 
45,48,13866.51,198956.2,30,C40 family peptidase 
38,39,2387.21,8323.26,23,propionate--CoA ligase 
49,49,701.76,752.6,2,2-oxoglutarate dehydrogenase E1 component 
50,50,16189.72,138924.1,13,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase 
50,50,2826.7,28780.5,25,dihydrolipoyl dehydrogenase 
49,49,2522.48,13713.99,39,cell division protein ZapE 
40,41,17724.88,138924.1,38,AMP-binding protein 
42,42,3158.46,38833.58,21,tryptophan--tRNA ligase 
50,50,1474.57,6565.99,36,site-2 protease family protein 
45,45,5406.72,66470.78,19,L-threonylcarbamoyladenylate synthase 
50,50,38994.74,941334.2,41,PHP domain-containing protein 
50,50,18174.86,302785.5,44,MULTISPECIES: 50S ribosomal protein L33 
50,50,2811.97,38833.58,30,MULTISPECIES: 50S ribosomal protein L28 
50,50,46436.7,302785.5,39,class 1 fructose-bisphosphatase 
49,49,2354.45,13713.99,21,aminopeptidase N 
38,39,22664.65,302785.5,21,aldo/keto reductase 
43,43,10973.51,138924.1,22,Cys-tRNA(Pro) deacylase 
45,45,4973.75,38833.58,18,YajQ family cyclic di-GMP-binding protein 
50,50,23404.46,302785.5,32,UDP-N-acetylmuramate dehydrogenase 
50,50,7692.34,38833.58,13,argininosuccinate synthase 
45,45,4135.8,38833.58,34,ArsC family reductase 
50,50,11180.83,198956.2,32,bifunctional tetrahydrofolate synthase/dihydrofolate synthase 
48,48,4374.59,28780.5,25,CvpA family protein 
50,50,2387.33,13713.99,15,amidophosphoribosyltransferase 
50,50,5758.63,50885.97,44,glutamate--tRNA ligase 
49,49,34460.19,941334.2,32,dihydrofolate reductase 
50,50,5014.25,50885.97,28,thymidylate synthase 
40,44,9271.58,151834.54,26,LysE family transporter 
43,45,3085.56,37878.25,32,FAD-binding oxidoreductase 
49,49,13596.03,211093.9,35,DUF2069 domain-containing protein 
50,50,5990.48,50885.97,29,YihY family inner membrane protein 
26,26,3981.26,13713.99,29,alpha/beta hydrolase 
43,60,29291.9,302785.5,32,O-acetylhomoserine aminocarboxypropyltransferase 
45,45,13345.13,198956.2,17,CBS domain-containing protein 
50,50,2102.81,13713.99,13,chorismate synthase 
29,32,3791.28,29467.88,13,hydrolase 
33,35,1758.23,9852.15,19,amidohydrolase 
36,37,2222.74,10272.33,18,amino acid ABC transporter ATP-binding protein 
30,30,3079.46,32704.39,24,SDR family oxidoreductase 
33,40,8430.99,198956.2,33,5-oxoprolinase subunit PxpA 
32,36,2506.9,13713.99,35,biotin-dependent carboxyltransferase family protein 
49,49,3583.15,27872.66,20,undecaprenyl-diphosphate phosphatase 
38,38,15717.29,198956.2,21,proteasome-type protease 
45,45,8282.12,138924.1,26,DNA mismatch repair protein MutS 
50,50,3885.0,38833.58,36,inositol monophosphatase 
50,50,12229.75,138924.1,41,RNA methyltransferase 
43,43,8092.06,138924.1,33,serine O-acetyltransferase 
48,48,15331.16,302785.5,27,molybdopterin adenylyltransferase 
50,50,2877.15,13713.99,26,DUF615 domain-containing protein 
50,50,4459.94,49376.54,27,metalloprotease PmbA 
50,50,2995.54,68804.91,40,GatB/YqeY domain-containing protein 
48,48,2299.56,29467.88,33,NAD(P)/FAD-dependent oxidoreductase 
44,44,42029.64,941334.2,28,hydroxysqualene dehydroxylase HpnE 
45,45,4596.41,29467.88,28,presqualene diphosphate synthase HpnD 
43,43,4778.79,13713.99,27,squalene synthase HpnC 
30,31,1698.78,13713.99,32,efflux RND transporter permease subunit 
49,49,22300.56,302785.5,15,trigger factor 
49,49,7804.1,38833.58,11,ATP-dependent Clp protease ATP-binding subunit ClpX 
49,49,2490.9,8922.65,12,endopeptidase La 
50,50,11884.72,198956.2,30,DEAD/DEAH box helicase 
43,45,10905.96,138924.1,16,HlyC/CorC family transporter 
50,50,1724.25,4545.7,22,phosphoribosylformylglycinamidine cyclo-ligase 
47,47,2161.55,13072.54,28,DnaA regulatory inactivator Hda 
50,52,1479.8,4545.7,23,HAD-IB family hydrolase 
50,50,2241.42,8485.76,28,polynucleotide adenylyltransferase PcnB 
49,49,3213.44,50885.97,32,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase 
31,37,1637.69,9846.69,24,"GDP-mannose 4,6-dehydratase "
39,49,2271.98,13713.99,26,UDP-glucose/GDP-mannose dehydrogenase family protein 
36,36,2640.71,28780.5,31,DUF47 domain-containing protein 
35,35,4338.31,28780.5,10,inorganic phosphate transporter 
48,52,1814.94,6910.52,22,glucose-1-phosphate thymidylyltransferase RfbA 
42,42,2844.26,13713.99,21,TM2 domain-containing protein 
38,40,5708.35,29467.88,23,GNAT family N-acetyltransferase 
50,50,15189.19,27872.66,11,30S ribosomal protein S16 
50,50,2330.58,18247.98,28,ribosome maturation factor RimM 
50,50,6854.45,65884.11,23,tRNA (guanosine(37)-N1)-methyltransferase TrmD 
50,50,3600.99,21732.38,22,50S ribosomal protein L19 
40,40,6996.9,68804.91,33,CobD/CbiB family protein 
50,50,2713.34,17718.99,40,ribosome small subunit-dependent GTPase A 
41,43,2878.89,24647.41,33,4a-hydroxytetrahydrobiopterin dehydratase 
50,50,7473.2,49376.54,14,oligoribonuclease 
50,50,1996.24,4325.0,22,DEAD/DEAH box helicase 
50,50,13707.15,198956.2,32,tRNA lysidine(34) synthetase TilS 
49,49,3080.72,13713.99,29,aspartate kinase 
33,38,19032.76,211093.9,32,glycosyltransferase family 39 protein 
50,50,6548.39,138924.1,27,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA 
47,51,3985.95,29467.88,24,VTT domain-containing protein 
46,46,2939.72,29467.88,33,N-acetylmuramoyl-L-alanine amidase 
50,50,1885.78,8922.65,24,site-specific tyrosine recombinase XerD 
26,40,2271.88,21732.38,32,EAL domain-containing protein 
45,45,18955.15,302785.5,25,ferritin-like domain-containing protein 
45,45,1322.09,8485.76,23,gamma carbonic anhydrase family protein 
49,49,8313.71,198956.2,39,Hsp33 family molecular chaperone HslO 
49,49,2013.62,28780.5,35,phosphopyruvate hydratase 
49,49,1439.9,6420.01,19,3-deoxy-8-phosphooctulonate synthase 
49,49,1608.65,13713.99,35,CTP synthase 
49,49,2697.37,27872.66,27,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC 
50,50,7074.81,49376.54,43,dUTP diphosphatase 
44,44,4057.64,27872.66,25,cupin domain-containing protein 
50,50,5839.88,28780.5,14,outer membrane protein assembly factor BamC 
50,50,4163.35,38833.58,18,4-hydroxy-tetrahydrodipicolinate synthase 
50,50,4459.39,27872.66,19,type IIA DNA topoisomerase subunit B 
42,45,2102.42,8485.76,24,RidA family protein 
30,38,2453.91,13713.99,30,transglutaminase family protein 
48,48,2948.73,13713.99,25,DNA internalization-related competence protein ComEC/Rec2 
37,40,3696.4,38833.58,28,circularly permuted type 2 ATP-grasp protein 
38,39,2938.17,10894.72,34,alpha-E domain-containing protein 
42,42,4148.82,29467.88,21,TIGR00645 family protein 
44,47,3432.15,29467.88,28,acetate--CoA ligase 
39,45,2804.75,8485.76,20,c-type cytochrome 
50,67,80846.12,941334.2,44,dihydroxy-acid dehydratase 
27,34,43021.09,941334.2,38,LysR family transcriptional regulator 
49,49,9816.61,68804.91,16,prolipoprotein diacylglyceryl transferase 
32,37,4597.34,29467.88,26,hypothetical protein 
29,30,4218.47,37878.25,29,MgtC/SapB family protein 
35,51,2737.59,28780.5,34,GntR family transcriptional regulator 
30,30,4532.37,28780.5,34,malonyl-CoA synthase 
38,59,8187.07,38833.58,28,universal stress protein 
38,38,12770.92,198956.2,29,cell division protein ZapA 
30,31,6012.55,65884.11,29,TonB-dependent receptor 
29,30,24274.45,211093.9,35,"cobyrinate a,c-diamide synthase "
34,34,4667.54,28780.5,37,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase 
34,36,15069.88,302785.5,30,"cob(I)yrinic acid a,c-diamide adenosyltransferase "
34,34,13051.73,302785.5,31,adenosylcobinamide-phosphate synthase CbiB 
35,38,6915.86,138924.1,36,cobyric acid synthase 
35,35,11912.26,138924.1,35,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase 
50,50,18580.89,211093.9,29,endonuclease III 
29,34,1797.38,13713.99,31,gamma-glutamyltransferase family protein 
28,28,2432.86,13713.99,37,xanthine dehydrogenase accessory protein XdhC 
32,38,4308.96,38833.58,19,urate hydroxylase PuuD 
26,26,1288.35,3333.34,26,branched-chain amino acid ABC transporter substrate-binding protein 
26,33,5149.26,38833.58,25,sensor domain-containing diguanylate cyclase 
46,46,6575.64,68804.91,31,glutamate racemase 
49,49,5688.57,13713.99,28,fumarate hydratase 
31,37,3260.53,14965.28,25,amino acid ABC transporter substrate-binding protein 
42,42,2559.41,32704.39,28,class II fumarate hydratase 
45,45,3443.42,38833.58,33,RNA-binding S4 domain-containing protein 
37,37,4716.28,28780.5,39,3-hydroxyacyl-CoA dehydrogenase 
49,49,9813.46,38833.58,16,molecular chaperone DnaJ 
50,51,10157.74,38833.58,42,molecular chaperone DnaK 
50,50,2682.17,6680.69,22,nucleotide exchange factor GrpE 
25,26,1685.68,4545.7,18,cytochrome b 
25,27,3837.14,28780.5,29,PDR/VanB family oxidoreductase 
32,44,4422.53,28780.5,28,TRAP transporter large permease 
29,33,3816.27,28780.5,32,NAD(P)-dependent oxidoreductase 
33,48,2150.38,13713.99,34,SMP-30/gluconolactonase/LRE family protein 
31,33,3584.83,38833.58,22,5-dehydro-4-deoxyglucarate dehydratase 
32,32,7415.71,27872.66,27,YeaH/YhbH family protein 
33,33,3396.14,16271.57,18,PrkA family serine protein kinase 
46,47,15230.81,138924.1,27,phosphoserine phosphatase SerB 
49,49,3523.04,28780.5,31,transcription-repair coupling factor 
50,50,19247.87,302785.5,34,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase 
49,49,4563.79,37878.25,29,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase "
43,45,2606.32,7973.08,21,MULTISPECIES: two-component system response regulator OmpR 
35,35,3008.05,13713.99,22,SIMPL domain-containing protein 
31,36,9852.77,138924.1,30,LysR family transcriptional regulator 
35,35,9642.11,68804.91,32,aminoacyl-tRNA hydrolase 
34,36,8592.53,94590.41,31,zinc-dependent peptidase 
50,50,3228.1,37878.25,29,"UDP-2,3-diacylglucosamine diphosphatase "
50,53,2408.0,13713.99,16,peptidylprolyl isomerase 
50,50,2072.94,8697.46,39,cysteine--tRNA ligase 
50,50,4900.82,13713.99,12,acetyl-CoA carboxylase carboxyltransferase subunit alpha 
25,26,3104.84,27872.66,25,amino acid ABC transporter permease 
25,30,48821.38,941334.2,25,transporter substrate-binding domain-containing protein 
38,40,7771.75,49376.54,20,NAD(P)/FAD-dependent oxidoreductase 
48,58,3703.37,27872.66,22,polyphosphate kinase 2 
35,35,4230.53,28780.5,33,SDR family NAD(P)-dependent oxidoreductase 
38,38,2677.31,13713.99,28,aminomethyl-transferring glycine dehydrogenase 
50,50,1702.78,4576.54,26,glycine cleavage system protein GcvH 
38,38,4128.98,27872.66,22,glycine cleavage system aminomethyltransferase GcvT 
25,30,10716.47,198956.2,32,NAD-dependent epimerase/dehydratase family protein 
50,64,4595.68,48804.94,21,electron transfer flavoprotein-ubiquinone oxidoreductase 
27,27,4555.5,48804.94,25,SDR family oxidoreductase 
46,49,8772.81,94590.41,13,CoA transferase subunit A 
45,46,37008.61,138924.1,41,CoA transferase subunit B 
30,43,13527.14,138924.1,40,MFS transporter 
37,45,7243.76,69903.84,27,LysR family transcriptional regulator 
39,46,4351.4,18851.57,13,pirin family protein 
31,34,2351.3,13713.99,23,OsmC family protein 
40,40,2701.6,13713.99,27,pirin family protein 
39,39,5921.04,29467.88,25,sulfurtransferase 
48,48,1612.79,8323.26,25,DNA polymerase III subunit alpha 
31,32,2849.64,13713.99,31,histidine phosphatase family protein 
25,37,4223.1,18433.34,36,aldehyde dehydrogenase (NADP(+)) 
45,50,5317.28,38833.58,18,dienelactone hydrolase family protein 
29,31,13771.04,211093.9,20,amino acid ABC transporter permease 
29,31,7491.97,50885.97,23,sigma-54 dependent transcriptional regulator 
43,43,6617.85,38833.58,25,FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC 
50,50,3189.68,13713.99,14,oxidative damage protection protein 
37,37,11138.15,138924.1,20,sulfate ABC transporter substrate-binding protein 
28,28,9416.42,138924.1,25,MULTISPECIES: molybdopterin-binding protein 
32,37,5125.25,66470.78,35,serine acetyltransferase 
28,29,4295.06,18247.98,27,DedA family protein/thiosulfate sulfurtransferase GlpE 
50,50,3951.69,29467.88,43,ribonuclease G 
34,35,3180.09,27872.66,33,superoxide dismutase family protein 
50,50,4635.35,28780.5,17,lipid A export permease/ATP-binding protein MsbA 
31,31,3502.56,28780.5,23,glycosyltransferase family 2 protein 
45,49,2659.6,13713.99,15,peptidoglycan-associated lipoprotein Pal 
50,50,4127.78,38833.58,41,tRNA threonylcarbamoyladenosine dehydratase 
50,50,10178.92,138924.1,16,chromosome segregation protein SMC 
45,45,39441.73,941334.2,25,cell division protein FtsZ 
50,50,3309.33,13713.99,38,NAD-dependent DNA ligase LigA 
39,39,2416.15,13713.99,27,peptide deformylase 
50,50,35192.12,302785.5,33, protein-PII] uridylyltransferase 
49,49,5115.17,49376.54,33,type I methionyl aminopeptidase 
50,50,1671.52,6898.53,18,phosphoribosylformylglycinamidine synthase 
45,45,2367.37,13713.99,33,molybdenum cofactor guanylyltransferase MobA 
45,45,74743.31,941334.2,33,"GTP 3',8-cyclase MoaA "
44,50,4699.69,49376.54,29,type II 3-dehydroquinate dehydratase 
49,49,6421.98,28780.5,15,inorganic diphosphatase 
34,39,3487.56,18247.98,23,gamma-glutamylcyclotransferase 
36,36,5057.39,38833.58,34,phosphogluconate dehydratase 
50,50,4479.59,18247.98,31,lactoylglutathione lyase 
28,29,1929.24,13713.99,21,sugar kinase 
30,32,3283.9,38833.58,21,amino acid deaminase 
29,32,1147.49,3428.53,19,gluconokinase 
43,43,1878.05,18180.95,29,DEAD/DEAH box helicase 
44,44,16871.25,211093.9,24,energy-dependent translational throttle protein EttA 
29,29,3552.56,28780.5,32,ABC transporter substrate-binding protein 
36,44,3604.84,28780.5,26,Cd(II)/Pb(II)-responsive transcriptional regulator 
49,49,1782.07,9721.92,20,SsrA-binding protein SmpB 
49,49,1107.55,3428.53,19,type II toxin-antitoxin system RatA family toxin 
49,50,2806.98,27872.66,32,RnfH family protein 
50,50,968.95,3428.53,26,IMP dehydrogenase 
50,50,16659.39,94590.41,49,glutamine-hydrolyzing GMP synthase 
50,50,5615.05,38833.58,19,ATP-dependent Clp protease adapter ClpS 
50,50,3057.11,16770.32,24,ATP-dependent Clp protease ATP-binding subunit ClpA 
28,28,2333.43,12723.6,33,EVE domain-containing protein 
28,28,5039.72,37878.25,27,amidohydrolase family protein 
44,44,6905.71,38833.58,32,uracil phosphoribosyltransferase 
34,34,3388.71,23787.35,35,threo-3-hydroxy-L-aspartate ammonia-lyase 
50,50,7508.11,28780.5,17,YebC/PmpR family DNA-binding transcriptional regulator 
49,49,2790.55,18180.95,27,phosphoribosylamine--glycine ligase 
49,49,3245.1,28780.5,29,oxygen-dependent coproporphyrinogen oxidase 
38,38,1256.63,5485.32,29,nicotinate-nucleotide adenylyltransferase 
50,50,2627.23,8485.76,33,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH 
39,41,3588.65,12351.13,21,methionine ABC transporter ATP-binding protein 
40,42,1548.48,4545.7,25,ABC transporter permease 
32,34,3922.51,27872.66,20,MetQ/NlpA family ABC transporter substrate-binding protein 
39,41,4337.25,66470.78,26,NAD(P)H-dependent oxidoreductase 
26,33,2837.19,16271.57,28,ABC transporter ATP-binding protein 
28,34,3255.38,28780.5,25,ABC transporter substrate-binding protein 
26,28,4121.7,49376.54,27,TauD/TfdA family dioxygenase 
40,55,8370.51,106262.35,18,NAD(P)H-dependent oxidoreductase 
27,31,9236.8,138924.1,24,LysR family transcriptional regulator 
29,29,2226.61,13713.99,20,peroxiredoxin 
29,29,1880.88,13713.99,18,sulfate ABC transporter substrate-binding protein 
39,39,3495.9,38833.58,28,sulfate ABC transporter permease subunit CysW 
44,44,1637.82,4545.7,26,sulfate ABC transporter ATP-binding protein 
48,49,2910.28,13939.35,22,disulfide bond formation protein B 
49,49,4144.8,28780.5,25,amino-acid N-acetyltransferase 
43,43,5428.02,37878.25,25,pyridoxal phosphate-dependent aminotransferase 
48,48,2601.41,17253.57,26,CysB family HTH-type transcriptional regulator 
50,50,4880.34,38833.58,35,LPS export ABC transporter permease LptG 
48,48,2865.92,13713.99,19,LPS export ABC transporter permease LptF 
50,51,5935.62,37878.25,18,leucyl aminopeptidase 
49,49,12546.17,302785.5,38,DNA polymerase III subunit chi 
28,37,8106.55,74987.35,30,branched-chain amino acid ABC transporter substrate-binding protein 
38,40,4782.53,48804.94,28,FMN-binding negative transcriptional regulator 
48,48,2559.68,13713.99,34,LD-carboxypeptidase 
40,47,2313.06,13713.99,26,DNA starvation/stationary phase protection protein 
36,39,2201.43,13713.99,20,cytochrome b 
27,30,4799.18,74987.35,31,patatin-like phospholipase family protein 
44,44,4099.22,28780.5,27,ankyrin repeat domain-containing protein 
50,50,7505.98,49376.54,32,TatD family hydrolase 
50,50,6675.52,68804.91,34,DNA polymerase III subunit delta' 
50,50,3130.27,21732.38,30,dTMP kinase 
50,50,1479.03,4270.73,16,endolytic transglycosylase MltG 
50,50,2752.26,8485.76,21,folate-binding protein YgfZ 
34,41,9045.09,198956.2,33,alpha/beta hydrolase 
35,40,12045.59,138924.1,31,iron-containing alcohol dehydrogenase 
46,46,2656.53,13713.99,23,RNA-binding transcriptional accessory protein 
25,31,6727.3,65884.11,30,SDR family oxidoreductase 
35,40,2647.61,25271.28,20,NADP-dependent oxidoreductase 
30,30,4124.63,25271.28,25,PaaI family thioesterase 
29,30,1902.28,8485.76,25,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein 
29,29,4141.36,28780.5,31,ABC transporter ATP-binding protein 
31,32,3337.61,32704.39,33,ABC transporter ATP-binding protein 
27,27,4038.3,27872.66,24,branched-chain amino acid ABC transporter permease 
33,42,10200.75,198956.2,28,3-(methylthio)propionyl-CoA ligase 
48,48,2435.06,13713.99,26,YdiU family protein 
43,43,986.35,3428.53,22,peptide-methionine (R)-S-oxide reductase MsrB 
50,50,3227.33,27872.66,14,septation protein A 
50,50,6766.28,138924.1,27,BolA family transcriptional regulator 
45,50,1345.11,3135.79,19,peptidylprolyl isomerase 
37,37,5667.72,37878.25,23,2-isopropylmalate synthase 
50,50,3127.29,13713.99,25,CDP-diacylglycerol--serine O-phosphatidyltransferase 
50,52,18094.76,65884.11,34,ketol-acid reductoisomerase 
50,50,5015.79,29467.88,43,MULTISPECIES: acetolactate synthase small subunit 
49,49,1431.08,4545.7,9,acetolactate synthase 3 catalytic subunit 
50,50,3009.32,13713.99,20,RDD family protein 
48,48,6132.55,29467.88,23,P-II family nitrogen regulator 
44,44,1648.45,3428.53,28,GNAT family N-acetyltransferase 
32,36,3198.61,13713.99,34,metal ABC transporter permease 
32,32,6369.67,138924.1,30,metal ABC transporter substrate-binding protein 
43,43,9676.03,74987.35,25,peptide-methionine (S)-S-oxide reductase MsrA 
37,37,6437.45,138924.1,35,sulfurtransferase 
35,35,2536.46,16271.57,27,TolC family outer membrane protein 
39,40,7825.38,138924.1,30,lipopolysaccharide heptosyltransferase I 
49,49,13840.51,138924.1,22,phosphomannomutase/phosphoglucomutase 
45,54,16680.17,211093.9,30,methylated-DNA-- protein]-cysteine S-methyltransferase 
32,34,2627.3,13713.99,26,DMT family transporter 
29,29,3477.3,38833.58,27,transporter 
50,50,1573.98,4545.7,32,translational GTPase TypA 
50,50,5340.71,38833.58,40,tRNA pseudouridine(55) synthase TruB 
49,49,4301.46,28780.5,35,30S ribosome-binding factor RbfA 
50,50,1053.07,3428.53,23,translation initiation factor IF-2 
50,50,2432.16,13713.99,35,transcription termination factor NusA 
50,50,1140.11,3428.53,23,ribosome maturation factor RimP 
34,37,2140.73,13713.99,21,ABC transporter permease subunit 
40,41,2539.52,38833.58,37,extracellular solute-binding protein 
42,42,4517.79,38833.58,35,enoyl-ACP reductase FabI 
26,26,4486.5,38833.58,25,response regulator transcription factor 
45,45,1324.94,4084.74,17,arginine/lysine/ornithine decarboxylase 
44,44,4325.89,38833.58,21,NfeD family protein 
44,44,3099.13,28780.5,20,paraslipin 
34,36,16595.77,302785.5,21,NADH:flavin oxidoreductase/NADH oxidase 
27,28,3021.77,20285.6,32,LysR family transcriptional regulator 
32,33,2439.73,13713.99,12,CoA-acylating methylmalonate-semialdehyde dehydrogenase 
39,49,2811.95,14844.45,26,enoyl-CoA hydratase/isomerase family protein 
37,39,1546.73,9852.15,28,3-hydroxyisobutyrate dehydrogenase 
32,32,3994.12,38833.58,27,AsmA family protein 
25,26,8638.56,138924.1,29,DNA ligase D 
25,26,4492.88,28029.6,28,Ku protein 
41,44,8130.6,138924.1,29,DNA-3-methyladenine glycosylase I 
41,44,3567.07,38833.58,27,aldehyde dehydrogenase family protein 
31,32,5154.06,38833.58,19,VOC family protein 
45,45,4432.61,49376.54,18,succinyldiaminopimelate transaminase 
50,50,8956.16,27872.66,19,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase "
34,34,10314.04,138924.1,28,type IV pilus twitching motility protein PilT 
48,48,7593.42,138924.1,25,succinyl-diaminopimelate desuccinylase 
50,50,1900.71,7973.08,25,50S ribosomal protein L3 N(5)-glutamine methyltransferase 
45,51,5718.34,27872.66,22,ATP-binding cassette domain-containing protein 
38,43,14395.47,302785.5,33,translesion DNA synthesis-associated protein ImuA 
26,27,15142.75,302785.5,28,4-hydroxybenzoate 3-monooxygenase 
44,46,3518.98,46858.52,23,molybdate ABC transporter substrate-binding protein 
46,49,7273.99,38833.58,23,molybdate ABC transporter permease subunit 
28,28,5455.02,38833.58,19,sulfite exporter TauE/SafE family protein 
42,44,2093.0,9852.15,23,nitrite/sulfite reductase 
43,46,5530.42,27872.66,17,DUF934 domain-containing protein 
47,47,1960.01,8323.26,18,sulfate adenylyltransferase subunit CysD 
47,48,1605.4,2659.79,15,GTP-binding protein 
45,47,2006.79,3993.32,7,ferredoxin family protein 
33,33,2802.94,13713.99,19,NAD(P)/FAD-dependent oxidoreductase 
50,50,5608.94,27872.66,25,ribonuclease HI 
